ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
SSHRC481677;Unknown;Boosting the Productivity of a Graying Workforce;SSHRC;2022-2023;2020;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Tams, Stefan;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;26869;Without Collaborator;0;CIHR11376;HPA;CIHR;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs;Immunologie et transplantation
SSHRC9990719;Unknown;Can you tell me more? The development of a Virtual Conversational Agent (VCA) for assessing and monitoring sexual interests and fantasies of sex offenders;SSHRC;2021-2022;2021;2950;New Frontiers in Research Fund - Rapid Response;Grant Awards;Fonds nouvelles frontières en recherche - Intervention rapide;Subventions;Guay, Jean-Pierre;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;237482;Not available;8;CIHR12599;KTS;CIHR;Knowledge Translation Strategies for Health Research;Cas spéciaux
SSHRC482877;Unknown;CHildren's Independent Mobility Environments (CHIME);SSHRC;2021-2022;2020;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Waygood, Edward Owen D.;Not available;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;64523;Not available;3;CIHR11964;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Cas speciaux - programmes de bourses
SSHRC486093;Unknown;Circular Economy and Planetary Boundaries;SSHRC;2019-2020;2019;2909;Knowledge Synthesis Grants;Grant Awards;Subventions de synthèse des connaissances;Subventions;Raufflet, Emmanuel;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;50000;Not available;2;CIHR12795;HPM;CIHR;Health Policy & Systems Management Research;Recherche clinique
SSHRC9995123;Unknown;Combining microbubble-mediated drug delivery and oncolytic virotherapy for cancer treatment;SSHRC;2019-2020;2019;2949;New Frontiers in Research Fund;Grant Awards;Fonds Nouvelles frontières en recherche;Subventions;Bourgeois-Daigneault, Marie-Claude;Not available;0;10577;Université de Montréal;Centre hospitalier de l`Université de Montréal;Universities;Universités;Quebec;Québec;125000;Not available;2;CIHR1204;CP;CIHR;Cell Physiology;Immunologie et transplantation
SSHRC493057;Unknown;Consumers' Reactions to Recommendation Agent Failures;SSHRC;2023-2024;2021;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Sénécal, Sylvain;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;41797;Not available;3;CIHR11977;BSA;CIHR;Behavioural Sciences - A;Bourses de recherche au doctorat - A
SSHRC491458;Unknown;COVID-19 - Promoting development through sport, without sports: Strategies used by youth sport coaches from underserved communities during the pandemic;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Falcão, William R.;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;25000;Not available;1;CIHR11691;UI;CIHR;Industry Partnered Collaborative Research;Appui salarial de recherche en santé A
SSHRC490858;Unknown;COVID-19: Développement des politiques publiques afin de soutenir la résilience de la chaîne logistique du secteur de la santé;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Rebolledo, Claudia;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;25000;Not available;1;CIHR11687;UI;CIHR;Industry Partnered Collaborative Research;Appareil cardiovasculaire - A
SSHRC490597;Unknown;COVID-19: Entrepreneurial Behavior when Pivoting in the Face of a Pandemic;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Harvey, Jean-Francois;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;23000;Without Collaborator;0;CIHR10944;E;CIHR;Endocrinology;Sciences dentaires
SSHRC498976;Unknown;Créer-Entreprendre ! Trajectoires croisées : arts numériques et école nationale de cirque. Une exploration des reconfigurations des projets créatifs et des modèles de valeur post-Covid;SSHRC;2021-2022;2021;2812;Connection Grants;Grant Awards;Subventions Connexion;Subventions;Simon, Laurent;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;21550;Not available;2;CIHR11863;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;Cas spéciaux
SSHRC490882;Unknown;Daily excursions, social interactions and wellbeing during COVID-19;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Waygood, Edward Owen D.;Not available;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;24950;Not available;2;CIHR12118;*A*;CIHR;Special Cases - Awards Programs;Pharmacologie et toxicologie
SSHRC9995236;Unknown;Defining the Impact of Audiovisual Pace on the Brain Development of Young Viewers;SSHRC;2019-2020;2019;2949;New Frontiers in Research Fund;Grant Awards;Fonds Nouvelles frontières en recherche;Subventions;Hidalgo, Santiago;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;125000;Not available;1;CIHR11570;***;CIHR;Cas spéciaux;Cancer - B
SSHRC9995146;Unknown;Dormir sans pression: un concept intégrateur pour les patients tétraplégiques et les aidants pour minimiser les plaies de pression, améliorer le sommeil et favoriser la résilience face à la lésion de la moelle épinière;SSHRC;2019-2020;2019;2949;New Frontiers in Research Fund;Grant Awards;Fonds Nouvelles frontières en recherche;Subventions;MAC-THIONG, Jean-Marc;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;125000;Not available;6;CIHR1254;BSA;CIHR;Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes;Recherche en interventions et en évaluation dans les services de santé - A
SSHRC9995636;Unknown;Economic and Societal Impact of Discrimination-Free Machine Learning;SSHRC;2020-2021;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Adulyasak, Yossiri;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;19636;Not available;1;CIHR11861;CI;CIHR;Clinical Investigation;Sciences du comportement - A
SSHRC503686;Unknown;Ecosystemic thinking: integrating ecosystem assessment to the strategic thinking process;SSHRC;2022-2023;2022;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Armellini, Fabiano;Not available;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;5250;Not available;3;CIHR11988;FEB;CIHR;Fellowships - B;Appareil cardiovasculaire - B
SSHRC493048;Unknown;Environmental Footprint of Mutual Funds and Pension Plans;SSHRC;2020-2021;2021;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Meier, Iwan;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;44824;Not available;2;CIHR12940;BSB;CIHR;Behavioural Sciences - B;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
SSHRC9991357;Unknown;Estimation of risk premia in derivative security markets;SSHRC;2021-2022;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Orlowski, Piotr;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;27230;Not available;1;CIHR11840;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;Investigation clinique - B
SSHRC9994079;Unknown;Expectation Formation, Excess Currency Returns, and Foreign Exchange Interventions;SSHRC;2020-2021;2020;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Candian, Giacomo;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;41200;Without Collaborator;0;CIHR10956;IT;CIHR;Immunology and Transplantation;Appareil cardiovasculaire - B
SSHRC503171;Unknown;Exploring emotional underpinnings of audit work amidst the rise of the digital age;SSHRC;2021-2022;2022;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Samsonova-Taddei, Anna;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;22800;Not available;1;CIHR11720;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;Neurosciences cliniques et des systèmes - A
SSHRC491641;Unknown;Facing the COVID-19 crisis: Cultivating practitioners' innovative initiatives in adapting their work practices to increase organizational resilience;SSHRC;2020-2021;2020;2762;Partnership Engage Grants (PEG) COVID-19 Special Initiative;Grant Awards;Subventions d engagement partenarial (SEP) - COVID-19 Initiative Spéciale;Subventions;Dionne, Karl-Emanuel;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;25000;Not available;1;CIHR11692;UI;CIHR;Industry Partnered Collaborative Research;Immunologie et transplantation
SSHRC9991639;Unknown;Family Acculturation: Identity, Legitimacy, and the Marketplace;SSHRC;2022-2023;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Aboelenien, Aya;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;38860;Without Collaborator;0;CIHR10879;***;CIHR;Special Cases;Bourses de recherche au doctorat - A
SSHRC506465;Unknown;Favoriser les achats locaux dans le secteur public;SSHRC;2021-2022;2021;2917;Partnership Engage Grants;Grant Awards;Subventions d engagement partenarial;Subventions;Rebolledo, Claudia;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;25000;Without Collaborator;0;CIHR10920;BMB;CIHR;Biochemistry & Molecular Biology - B;Génie biomédical
SSHRC482681;Unknown;Fiscal Policy Spillovers and Inter-Sectoral Linkages: Theory and Evidence;SSHRC;2022-2023;2020;2791;Insight Grants;Grant Awards;Subventions Savoir;Subventions;Bouakez, Hafedh;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;25487;Without Collaborator;0;CIHR11381;NIC;CIHR;New Investigators C;Appareil cardiovasculaire - C
SSHRC9990745;Unknown;Flexible Production of Synthetic Natural Gas and Biochar via Gasification of Biomass and Waste Feedstocks;SSHRC;2023-2024;2020;2951;New Frontiers in Research Fund - Global Platform;Grant Awards;Fonds Nouvelles frontières en recherche - Grandes plateformes mondiales;Subventions;Stuart, Paul;Not available;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;125000;Not available;1;CIHR11646;UI;CIHR;Industry Partnered Collaborative Research;Cas speciaux - programmes de bourses
SSHRC9992372;Unknown;Geopolitics, bargaining, and firm selection along the Belt and Road;SSHRC;2022-2023;2021;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Van Assche, Ari;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;31847;Without Collaborator;0;CIHR10917;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;Appareil cardiovasculaire - B
SSHRC9990708;Unknown;HARNESSING SCREEN CONTENT FOR THE WELL-BEING OF LONG TERM CARE RESIDENTS: A HUMAN EXPERTISE / ARTIFICIAL INTELLIGENCE ENDEAVOUR TO COUNTERACT COVID RELATED SOCIAL ISOLATION;SSHRC;2021-2022;2021;2950;New Frontiers in Research Fund - Rapid Response;Grant Awards;Fonds nouvelles frontières en recherche - Intervention rapide;Subventions;Ansaldo, Ana Inés;Not available;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;237411;Not available;3;CIHR12101;CTA;CIHR;Clinical Trials - A;Médecine expérimentale
SSHRC9995783;Unknown;HIDING FROM THE PRESS: HOW NEGATIVE PRODUCT REVIEWS INFLUENCE USAGE HABITS OF CURRENT OWNERS;SSHRC;2019-2020;2019;2790;Insight Development Grants;Grant Awards;Subventions de développement Savoir;Subventions;Philp, Matthew;Not available;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;36350;Not available;1;CIHR12331;APH;CIHR;Institute of Aboriginal Peoples' Health Strategic Initiatives;Recherche en collaboration avec l'industrie
