ProjectID;ProjectComitteeE;ProjectTitle;Agency;FiscalYear;CompetitionYear;ProgramID;Program;ProgramType;ProgramF;ProgramTypeF;PrincipalInvestigator;InterUnivColl;NofOrganization;OrganizationID;Affiliation;Organization;OrganizationGroup;OrganizationGroupF;Province;FProvince;Payment;InterUnivCollF;NofCollaborators;ID_Projet;Code_Comite;Code_Agence;Comite;FComite
NSERC354214;#N/A;Advanced characterization and modeling tools to support the development of REBCO superconducting tapes;NSERC;2022-2023;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Sirois, Frédéric;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;46000;Without Collaborator;0;CIHR10965;VVP;CIHR;Virology & Viral Pathogenesis;Sciences du comportement - A: Fondements neurobiologiques des processus comportementaux
NSERC358014;#N/A;Advanced computational platform for permafrost geomechanical modeling and climate impact assessment of northern infrastructure;NSERC;2022-2023;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Maghoul, PoonehP;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;25000;Without Collaborator;0;CIHR11654;UI;CIHR;Industry Partnered Collaborative Research;Biochimie et biologie moléculaire - A
NSERC351041;#N/A;Advanced Distributed Decision-making framework for Smart grid aggregators;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Dagdougui, Hanane;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;38000;Without Collaborator;0;CIHR10959;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Immunologie et transplantation
NSERC347373;#N/A;Advanced Integrated Antenna Systems for Future Wireless Terminals;NSERC;2023-2024;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Sharawi, Mohammad;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;46000;Without Collaborator;0;CIHR10681;PT;CIHR;Pharmacology & Toxicology;Investigation clinique - B
NSERC352236;#N/A;Advanced Manufacturing of Intelligent Structures;NSERC;2023-2024;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Bodkhe, Sampada;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;27000;Without Collaborator;0;CIHR10558;BSA;CIHR;Behavioural Sciences - A: (Behavioural Studies in Animal Models);Cas speciaux - programmes de bourses
NSERC350278;#N/A;Advanced Materials and Emerging Technologies for Water Recycling, Reuse and Desalination;NSERC;2023-2024;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Rahaman, Saifur;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;86000;Without Collaborator;0;CIHR10842;***;CIHR;Cas spéciaux;Programme de démonstration des principes
NSERC352073;#N/A;Advanced methods for depth-based human pose estimation and motion analysis: application to vital signs monitoring in the intensive care unit;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Seoud, Lama;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;24000;Without Collaborator;0;CIHR10630;CTA;CIHR;Clinical Trials - A;Pharmacologie et toxicologie
NSERC341861;#N/A;Advanced reagent delivery systems for microfluidics;NSERC;2022-2023;2020;2571;DND/NSERC Discovery Grant Supplement;Grant Awards;Supplément aux subventions à la découverte MDN-CRSNG;Subventions;Gervais, Thomas;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;40000;Without Collaborator;0;CIHR1139;E;CIHR;Endocrinology;Biochimie et biologie moléculaire - B
NSERC351172;#N/A;Advanced reagent delivery systems for microfluidics;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Gervais, Thomas;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;39000;Without Collaborator;0;CIHR11117;BSA;CIHR;Behavioural Sciences - A;Appareil cardiovasculaire - A
NSERC354215;#N/A;Advanced Simulation Tools for the Design and Operation of Circular Economy Strategies;NSERC;2022-2023;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Frayret, JeanMarc;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;31000;Without Collaborator;0;CIHR10446;DS;CIHR;Dental Sciences;Cas speciaux - programmes de bourses
NSERC336782;#N/A;Advanced sources for QUantum information technologies and devices: ASQUID;NSERC;2022-2023;2020;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Kashyap, RamanR;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;78500;Internal collaboration;1;CIHR12512;*A*;CIHR;Special Cases - Awards Programs;Physiologie cellulaire
NSERC361292;#N/A;AI tools for the integration of MRI in planning and motion management phases in cone-beam CT workflows for upper abdominal and lung cancer treatments;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Kadoury, SamuelS;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;112000;Without Collaborator;0;CIHR11233;DRA;CIHR;Doctoral Research Awards - A;Système cardiovasculaire - C: Système vasculaire
NSERC360112;#N/A;Algorithmic Fairness in Black-box Machine Learning Models;NSERC;2022-2023;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Farnadi, Golnoosh;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;24000;Without Collaborator;0;CIHR11339;NIC;CIHR;New Investigators C;Génie biomédical
NSERC361876;#N/A;Aménagements hydro-électriques atteints par la réaction alcalis-granulats: vers des outils de diagnostic/pronostic fiables et des méthodes de réhabilitation durables;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;BenFtima, MahdiM;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;126000;Without Collaborator;0;CIHR11327;DRA;CIHR;Doctoral Research Awards - A;Sciences pharmaceutiques
NSERC349304;#N/A;An in silico platform simulating cell metabolic behavior;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Jolicoeur, Mario;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;33000;Without Collaborator;0;CIHR10444;CI;CIHR;Clinical Investigation;Appareil cardiovasculaire - C
NSERC352610;#N/A;Analyse formelle du flux d'information quantitative dans les systèmes d'intelligences artificielles;NSERC;2023-2024;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Mullins, John;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;29000;Without Collaborator;0;CIHR10679;E;CIHR;Endocrinology;Cas speciaux - programmes de bourses
NSERC365947;#N/A;Analysis of Extreme Values;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Dupuis, Debbie;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;30000;Without Collaborator;0;CIHR1131;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;Bourses de recherche au doctorat A
NSERC348854;#N/A;Application des réseaux de neurones artificiels et de l'inférence bayésienne à la simulation couplée et à la conception des puits à colonne permanente;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Pasquier, Philippe;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;36000;Without Collaborator;0;CIHR10934;HSR;CIHR;Health Services Evaluation & Interventions Research - A;Sciences pharmaceutiques
NSERC354927;#N/A;Application of Boltzmann Transport Equation solutions to nuclear reactor physics and radiotherapy applications;NSERC;2022-2023;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Hébert, Alain;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;24000;Without Collaborator;0;CIHR10688;CI;CIHR;Clinical Investigation;Sciences du comportement - A: Fondements neurobiologiques des processus comportementaux
NSERC351348;#N/A;Applications of operations research to transportation, logistics, fairness issues, and other topics;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Gendreau, Michel;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;43000;Without Collaborator;0;CIHR11005;BME;CIHR;Biomedical Engineering;Physiologie cellulaire
NSERC341853;#N/A;Apprentissage automatique et optimisation pour les graphes et réseaux;NSERC;2022-2023;2020;2570;Discovery Development Grant;Grant Awards;Subventions à la découverte axées sur le développement;Subventions;Caporossi, Gilles;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;15000;Without Collaborator;0;CIHR11375;HSA;CIHR;Health Research Salary A;Déterminants psychosociaux, socioculturels et comportementaux de la santé - B
NSERC358008;#N/A;Approches de simulation numérique et d'expérimentation physique des effets d'échelle dans les phénomènes de dégradation mécanique des enrochements;NSERC;2022-2023;2021;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;OvalleOrtega, CarlosC;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;24700;Without Collaborator;0;CIHR12266;DRA;CIHR;Doctoral Research Awards A;Endocrinologie
NSERC351415;#N/A;Assessment of mechanical and durability performances of NSC to self-healing FRC structural components under combined mechanical and environemental loadings;NSERC;2023-2024;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Charron, JeanPhilippe;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;26000;Without Collaborator;0;CIHR10806;RS;CIHR;Respiratory System;Pharmacologie et toxicologie
NSERC337200;#N/A;Automated AI-supported methane plume detection from satellite and aircraft images;NSERC;2021-2022;2021;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Merlo, Ettore;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;96667;Internal collaboration;1;CIHR12608;KTS;CIHR;Knowledge Translation Strategies for Health Research;Génétique
NSERC366184;#N/A;Autonomous learning agents for intelligent neurostimulation;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Bonizzato, Marco;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;38000;Without Collaborator;0;CIHR10985;CSA;CIHR;Cardiovascular System - A;Bourses de recherche au doctorat - A
NSERC364164;#N/A;Autonomous learning agents for intelligent neurostimulation;NSERC;2023-2024;2023;2572;Discovery Launch Supplement;Grant Awards;"Supplément Tremplin vers la découverte
supplément Tremplin vers la découverte";Subventions;Bonizzato, Marco;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR11279;FEB;CIHR;Fellowships - B;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs
NSERC352132;#N/A;Autonomous security for complex systems;NSERC;2023-2024;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Cuppens, Frederic;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;29000;Without Collaborator;0;CIHR10617;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Bourses de recherche - B
NSERC350714;#N/A;Bioelectrosynthesis of renewable energy carriers from carbon dioxide;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Tartakovsky, Boris;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;28000;Without Collaborator;0;CIHR10602;BSB;CIHR;Behavioural Sciences - B: Clinical Behavioural Sciences;Bourses de recherche au doctorat A
NSERC365642;#N/A;Biological modeling to bridge in vitro and epidemiological studies: A new approach for animal-free chemical risk assessment;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Verner, MarcAndré;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;44000;Without Collaborator;0;CIHR10289;***;CIHR;Special Cases;Immunologie et transplantation
NSERC361707;#N/A;Biomimetic Pulmonary Heart Valve for the Treatment of Pediatric Congenital Heart Valve Disease;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Savoji, HoumanH;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;45000;Without Collaborator;0;CIHR1129;CSB;CIHR;Cardiovascular System - B: Heart and Circulation;"Subventions des programmes de formation d'IRSC ""A"""
NSERC362113;#N/A;Biophysical and genetic control of root growth;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;RoutierKierzkowska, AnneLiseALG;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;25000;Without Collaborator;0;CIHR11591;*A*;CIHR;Special Cases - Awards Programs;Appareils à util. multiples et entretien
NSERC361286;#N/A;Caractérisation d'une membrane minérale filtrante pour la conception d'un système de traitement des eaux pluviales;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;ClaveauMallet, DominiqueD;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;26087;Without Collaborator;0;CIHR11230;DRA;CIHR;Doctoral Research Awards A;Microbiologie et maladies infectieuses
NSERC338116;#N/A;Chitosan/Orthobiologics Biomaterials for Regenerative Medicine;NSERC;2023-2024;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Lavertu, MarcM;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;434000;Internal collaboration;1;CIHR11867;CA;CIHR;Cancer - A;Système cardiovasculaire - B: Coeur et Circulation
NSERC361625;#N/A;Circular economy of graphite anode for Li-ion batteries: sustainable approaches to turn old into new;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Dollé, MickaelM;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;247002;Without Collaborator;0;CIHR1126;CSA;CIHR;Cardiovascular System - A: Cells and Tissues;Appareil cardiovasculaire - B
NSERC352950;#N/A;Clean Transportation Analytics;NSERC;2023-2024;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Mendoza, Jorge;Without Collaborator;0;65;Université de Montréal;École des Hautes Études Commerciales;Universities;Universités;Quebec;Québec;31000;Without Collaborator;0;CIHR11346;NIA;CIHR;New Investigators A;Cas speciaux - programmes de bourses
NSERC352398;#N/A;Coiled-coil assisted control of antibody quality, delivery and binding;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;DeCrescenzo, Gregory;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;58000;Without Collaborator;0;CIHR11096;BSA;CIHR;Behavioural Sciences - A;Appareil cardiovasculaire - B
NSERC360349;#N/A;Collective Perception in Swarm Robotics;NSERC;2022-2023;2023;2705;Research Tools and Instruments;Grant Awards;Outils et instruments de recherche;Subventions;Beltrame, Giovanni;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;142348;Without Collaborator;0;CIHR12050;FEB;CIHR;Fellowships - B;Génomique: Biologie computationnelle et biologie des systèmes
NSERC351826;#N/A;Commande optimale stochastique avec applications en épidémiologie et en fiabilité;NSERC;2022-2023;2021;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Lefebvre, Mario;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;26000;Without Collaborator;0;CIHR10832;CP;CIHR;Cell Physiology;Bourses de recherche au doctorat - A
NSERC337739;#N/A;Commercialization of a Green Process by Renewable Electricity for Hydrogen and Syngas Productions;NSERC;2022-2023;2021;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Chaouki, JamalJ;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;378721;Internal collaboration;2;CIHR12902;BCA;CIHR;Biological and Clinical Aspects of Aging;Système cardiovasculaire - A: Cellules et tissus
NSERC361106;#N/A;COMPAAM - Thermoplastic Composite for Advanced Air Mobility;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;LabergeLebel, LouisL;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;120000;Without Collaborator;0;CIHR11207;DRA;CIHR;Doctoral Research Awards A;Neurosciences moléculaires et cellulaires - B
NSERC351032;#N/A;Computational approaches for analysis and design of complex multiphase flow systems;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Leclaire, Sébastien;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;27000;Without Collaborator;0;CIHR10596;BMB;CIHR;Biochemistry & Molecular Biology - B;Appareil respiratoire
NSERC366239;#N/A;Computational methods and frameworks for unsupervised machine learning;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Aloise, Daniel;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;41000;Without Collaborator;0;CIHR11149;DRB;CIHR;Doctoral Research Awards B;Appareils à util. multiples et entretien
NSERC349935;#N/A;Computational Methods for Verification and Validation with Applications in Mechanics;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Prudhomme, Serge;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;46000;Without Collaborator;0;CIHR10632;IT;CIHR;Immunology and Transplantation;Système cardiovasculaire - A: Cellules et tissus
NSERC353694;#N/A;Computationally efficient multiphysics and multiscale modeling approaches applied to porous materials engineering;NSERC;2022-2023;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Vidal, David;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;32000;Without Collaborator;0;CIHR10763;BSA;CIHR;Behavioural Sciences - A: (Behavioural Studies in Animal Models);Neurosciences cliniques et des systèmes - A
NSERC342325;#N/A;Computationally efficient multiphysics and multiscale modeling approaches applied to porous materials engineering;NSERC;2022-2023;2022;2572;Discovery Launch Supplement;Grant Awards;"Supplément Tremplin vers la découverte
supplément Tremplin vers la découverte";Subventions;Vidal, David;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR12291;***;CIHR;Cas spéciaux;Sciences du comportement - A
NSERC366221;#N/A;Concevoir et développer des outils d'appréciation et de réduction des risques physiques au travail liés aux équipements;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Chinniah, Yuvin;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;42000;Without Collaborator;0;CIHR1114;CSB;CIHR;Cardiovascular System - B;Bourses de recherche au doctorat B
NSERC349943;#N/A;Connecting MRI physics and artificial intelligence to advance novel acquisition and analyses technologies for neuroimaging applications;NSERC;2022-2023;2019;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;CohenAdad, Julien;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;61000;Without Collaborator;0;CIHR11052;CSC;CIHR;Cardiovascular System - C;Bourses de recherche au doctorat - B
NSERC359867;#N/A;Connectivité intelligente des véhicules urbains dans un réseau hétérogène d'ondes millimétriques;NSERC;2023-2024;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Nerguizian, Chahé;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;28000;Without Collaborator;0;CIHR10610;CB;CIHR;Cancer - B;Bourses de recherche au doctorat - A
NSERC361415;#N/A;Continuous operation of battery operated robot swarms;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Beltrame, GiovanniGM;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;37500;Without Collaborator;0;CIHR11244;HPA;CIHR;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs;Bourses de recherche au doctorat A
NSERC360296;#N/A;Control of collective dynamics via mean field and and inverse mean field game theory;NSERC;2022-2023;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Malhamé, Roland;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;46000;Without Collaborator;0;CIHR1099;BSA;CIHR;Behavioural Sciences - A;Bourses de recherche au doctorat - A
NSERC337987;#N/A;Cost-effective Monitoring of Quantum Software Applications;NSERC;2022-2023;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Li, HengH;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;25000;Internal collaboration;1;CIHR12419;CI;CIHR;Clinical Investigation;Physiologie cellulaire
NSERC338350;#N/A;Critères multiaxiaux de résistance en fatigue en prenant compte les discontinuités de surface issues de la fabrication additive et les gradients de chargement;NSERC;2023-2024;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Brochu, MyriamM;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;44625;Internal collaboration;1;CIHR11866;G;CIHR;Genetics;Bourses de recherche au doctorat A
NSERC366089;#N/A;Cross-frequency coupling and machine learning for electrophysiological signal analysis;NSERC;2023-2024;2023;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;BouAssi, Elie;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;37000;Without Collaborator;0;CIHR10000;HIP;CIHR;Health Information and Promotion Research;Bourses de recherche au doctorat - A
NSERC364235;#N/A;Cross-frequency coupling and machine learning for electrophysiological signal analysis;NSERC;2023-2024;2023;2572;Discovery Launch Supplement;Grant Awards;"Supplément Tremplin vers la découverte
supplément Tremplin vers la découverte";Subventions;BouAssi, Elie;Without Collaborator;0;63;Université de Montréal;Université de Montréal;Universities;Universités;Quebec;Québec;12500;Without Collaborator;0;CIHR11300;HTA;CIHR;Health Research Training A - Post-PhD (HTA);Bourses de recherche au doctorat - A
NSERC336710;#N/A;Cyber security of current and future aircraft;NSERC;2021-2022;2020;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Fernandez, JoséManuel;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;160000;Internal collaboration;1;CIHR12456;***;CIHR;Cas spéciaux;Bourses de recherche au doctorat - A
NSERC356793;#N/A;Cyberrange pour soutenir les tests de cybersécurité et de cyberrésilience pour les infrastructures critiques;NSERC;2022-2023;2023;2705;Research Tools and Instruments;Grant Awards;Outils et instruments de recherche;Subventions;AbdulWahab, Omar;Internal collaboration;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;150000;Internal collaboration;4;CIHR12293;***;CIHR;Cas spéciaux;Système cardiovasculaire - A: Cellules et tissus
NSERC353412;#N/A;Cyber-resilience of critical infrastructures;NSERC;2023-2024;2022;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Cuppens, Nora;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;24000;Without Collaborator;0;CIHR10678;NSB;CIHR;Molecular & Cellular Neurosciences - B;Sciences du comportement - A
NSERC361839;#N/A;CyberVTRA - Cybersecurity Virtual Test Rig for Aircraft;NSERC;2023-2024;2023;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Nicolescu, GabrielaGE;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;136000;Without Collaborator;0;CIHR11320;CSC;CIHR;Cardiovascular System - C: Vascular System;Cancer - A
NSERC338128;#N/A;CZT Semiconductors: Growth, atomic-level properties, and integration in X-ray detectors;NSERC;2022-2023;2022;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Moutanabbir, OussamaO;External collaboration;1;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;272000;External collaboration;1;CIHR12406;HPM;CIHR;Health Policy & Systems Management Research;Cas spéciaux
NSERC342377;#N/A;Data extraction from videos for the analysis of behaviors in urban scenes;NSERC;2022-2023;2020;2571;DND/NSERC Discovery Grant Supplement;Grant Awards;Supplément aux subventions à la découverte MDN-CRSNG;Subventions;Bilodeau, GuillaumeAlexandre;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;40000;Without Collaborator;0;CIHR11353;HPA;CIHR;Bourses destinées à un professionnel de la santé - Nouveaux chercheurs;Formation de recherche en santé B - HP
NSERC351046;#N/A;Data extraction from videos for the analysis of behaviors in urban scenes;NSERC;2022-2023;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;Bilodeau, GuillaumeAlexandre;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;35000;Without Collaborator;0;CIHR10777;NSB;CIHR;Molecular & Cellular Neurosciences - B;Cas spéciaux
NSERC338708;#N/A;Data visualizations for the production of innovative narrative formats;NSERC;2021-2022;2020;2496;Alliance Grants;Grant Awards;Subventions Alliance;Subventions;Hurtut, Thomas;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;72750;Without Collaborator;0;CIHR12279;***;CIHR;Cas spéciaux;Cas speciaux - programmes de bourses
NSERC351061;#N/A;Data-driven Intelligent Attack Detection in Multilateral, Large-Scale and Heterogeneous Internet of Things Environments;NSERC;2023-2024;2020;2688;Discovery Grants Program - Individual;Grant Awards;Programme de subventions à la découverte - individuelles;Subventions;AbdulWahab, Omar;Without Collaborator;0;64;Université de Montréal;École polytechnique de Montréal;Universities;Universités;Quebec;Québec;24000;Without Collaborator;0;CIHR1062;PT;CIHR;Pharmacology & Toxicology;Médecine expérimentale
