single_encoder,code_d,code_g,code_c,code_sc,division,group,class,subclass
RDF3020232,RDF30,RDF302,RDF30202,RDF3020232,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical pharmacy and pharmacy practice
RDF3020233,RDF30,RDF302,RDF30202,RDF3020233,"Medical, health and life sciences",Clinical medicine,Clinical sciences,Clinical toxicology
RDF3020299,RDF30,RDF302,RDF30202,RDF3020299,"Medical, health and life sciences",Clinical medicine,Clinical sciences,"Clinical sciences, n.e.c"
RDF30203,RDF30,RDF302,RDF30203,,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,
RDF3020301,RDF30,RDF302,RDF30203,RDF3020301,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Chiropractic
RDF3020302,RDF30,RDF302,RDF30203,RDF3020302,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Naturopathy
RDF3020303,RDF30,RDF302,RDF30203,RDF3020303,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Traditional Indigenous medicine and treatments
RDF3020304,RDF30,RDF302,RDF30203,RDF3020304,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,Traditional Chinese medicine and treatments
RDF3020399,RDF30,RDF302,RDF30203,RDF3020399,"Medical, health and life sciences",Clinical medicine,Complementary and alternative medicine,"Complementary and alternative medicine, n.e.c."
RDF30204,RDF30,RDF302,RDF30204,,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,
RDF3020401,RDF30,RDF302,RDF30204,RDF3020401,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Dental materials and equipment
RDF3020402,RDF30,RDF302,RDF30204,RDF3020402,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,"Dental therapeutics, pharmacology and toxicology"
RDF3020403,RDF30,RDF302,RDF30204,RDF3020403,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Endodontics
RDF3020404,RDF30,RDF302,RDF30204,RDF3020404,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Oral and maxillofacial surgery
RDF3020405,RDF30,RDF302,RDF30204,RDF3020405,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Oral medicine and pathology
RDF3020406,RDF30,RDF302,RDF30204,RDF3020406,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Orthodontics and dentofacial orthopedics
RDF3020407,RDF30,RDF302,RDF30204,RDF3020407,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Pedodontics
RDF3020408,RDF30,RDF302,RDF30204,RDF3020408,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Periodontics
RDF3020409,RDF30,RDF302,RDF30204,RDF3020409,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,Special needs dentistry
RDF3020499,RDF30,RDF302,RDF30204,RDF3020499,"Medical, health and life sciences",Clinical medicine,Dentistry and oral health,"Dentistry and oral health, n.e.c."
RDF30205,RDF30,RDF302,RDF30205,,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,
RDF3020501,RDF30,RDF302,RDF30205,RDF3020501,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Fetal development and medicine
RDF3020502,RDF30,RDF302,RDF30205,RDF3020502,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Obstetrics and gynecology
RDF3020503,RDF30,RDF302,RDF30205,RDF3020503,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Pediatrics
RDF3020504,RDF30,RDF302,RDF30205,RDF3020504,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Human reproduction and development sciences
RDF3020505,RDF30,RDF302,RDF30205,RDF3020505,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Neonatology
RDF3020506,RDF30,RDF302,RDF30205,RDF3020506,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Embryology
RDF3020507,RDF30,RDF302,RDF30205,RDF3020507,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Fertility and maternal health
RDF3020508,RDF30,RDF302,RDF30205,RDF3020508,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,Assisted reproductive technologies
RDF3020599,RDF30,RDF302,RDF30205,RDF3020599,"Medical, health and life sciences",Clinical medicine,Pediatrics and reproductive medicine,"Pediatrics and reproductive medicine, n.e.c."
RDF30299,RDF30,RDF302,RDF30299,,"Medical, health and life sciences",Clinical medicine,Other clinical medicine,
RDF3029999,RDF30,RDF302,RDF30299,RDF3029999,"Medical, health and life sciences",Clinical medicine,Other clinical medicine,Other clinical medicine
RDF303,RDF30,RDF303,,,"Medical, health and life sciences",Health sciences,,
RDF30301,RDF30,RDF303,RDF30301,,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,
RDF3030101,RDF30,RDF303,RDF30301,RDF3030101,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Clinical nutrition
RDF3030102,RDF30,RDF303,RDF30301,RDF3030102,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Sports nutrition
RDF3030103,RDF30,RDF303,RDF30301,RDF3030103,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Dietetics and nutrigenomics
RDF3030104,RDF30,RDF303,RDF30301,RDF3030104,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Nutritional physiology
RDF3030105,RDF30,RDF303,RDF30301,RDF3030105,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Public health nutrition policy
RDF3030106,RDF30,RDF303,RDF30301,RDF3030106,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,Human nutrition and metabolism
RDF3030199,RDF30,RDF303,RDF30301,RDF3030199,"Medical, health and life sciences",Health sciences,Human nutrition and dietetics,"Human nutrition and dietetics, n.e.c."
RDF30302,RDF30,RDF303,RDF30302,,"Medical, health and life sciences",Health sciences,Public and population health,
RDF3030201,RDF30,RDF303,RDF30302,RDF3030201,"Medical, health and life sciences",Health sciences,Public and population health,Indigenous health
RDF3030202,RDF30,RDF303,RDF30302,RDF3030202,"Medical, health and life sciences",Health sciences,Public and population health,Population health interventions
RDF3030203,RDF30,RDF303,RDF30302,RDF3030203,"Medical, health and life sciences",Health sciences,Public and population health,"Environmental, developmental and social factors of youth health"
RDF3030204,RDF30,RDF303,RDF30302,RDF3030204,"Medical, health and life sciences",Health sciences,Public and population health,"Prevention, treatment and support of youth health"
RDF3030205,RDF30,RDF303,RDF30302,RDF3030205,"Medical, health and life sciences",Health sciences,Public and population health,"Psychosocial, sociocultural and behavioural determinants of health"
RDF3030206,RDF30,RDF303,RDF30302,RDF3030206,"Medical, health and life sciences",Health sciences,Public and population health,Environmental determinants of health (including environment-gene interactions)
RDF3030207,RDF30,RDF303,RDF30302,RDF3030207,"Medical, health and life sciences",Health sciences,Public and population health,"Ethical, legal, and social issues in health, health systems and health research"
RDF3030208,RDF30,RDF303,RDF30302,RDF3030208,"Medical, health and life sciences",Health sciences,Public and population health,Aging process
RDF3030209,RDF30,RDF303,RDF30302,RDF3030209,"Medical, health and life sciences",Health sciences,Public and population health,Social and biological determinants of aging
RDF3030210,RDF30,RDF303,RDF30302,RDF3030210,"Medical, health and life sciences",Health sciences,Public and population health,Environmental and occupational health and safety
RDF3030211,RDF30,RDF303,RDF30302,RDF3030211,"Medical, health and life sciences",Health sciences,Public and population health,Epidemiology (except nutritional and veterinary epidemiology)
RDF3030212,RDF30,RDF303,RDF30302,RDF3030212,"Medical, health and life sciences",Health sciences,Public and population health,Health promotion and disease prevention
RDF3030213,RDF30,RDF303,RDF30302,RDF3030213,"Medical, health and life sciences",Health sciences,Public and population health,Food security
RDF3030214,RDF30,RDF303,RDF30302,RDF3030214,"Medical, health and life sciences",Health sciences,Public and population health,Health equity
RDF3030215,RDF30,RDF303,RDF30302,RDF3030215,"Medical, health and life sciences",Health sciences,Public and population health,Sex and gender-based analysis
RDF3030216,RDF30,RDF303,RDF30302,RDF3030216,"Medical, health and life sciences",Health sciences,Public and population health,Gender and health relationship
RDF3030217,RDF30,RDF303,RDF30302,RDF3030217,"Medical, health and life sciences",Health sciences,Public and population health,Global health
RDF3030218,RDF30,RDF303,RDF30302,RDF3030218,"Medical, health and life sciences",Health sciences,Public and population health,Health and gender based violence
RDF3030219,RDF30,RDF303,RDF30302,RDF3030219,"Medical, health and life sciences",Health sciences,Public and population health,Military and veterans’ health
RDF3030220,RDF30,RDF303,RDF30302,RDF3030220,"Medical, health and life sciences",Health sciences,Public and population health,Etiology of disease and conditions
RDF3030221,RDF30,RDF303,RDF30302,RDF3030221,"Medical, health and life sciences",Health sciences,Public and population health,Nutritional epidemiology
RDF3030222,RDF30,RDF303,RDF30302,RDF3030222,"Medical, health and life sciences",Health sciences,Public and population health,One Health approach
RDF3030299,RDF30,RDF303,RDF30302,RDF3030299,"Medical, health and life sciences",Health sciences,Public and population health,"Public and population health, n.e.c."
RDF30303,RDF30,RDF303,RDF30303,,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,
RDF3030301,RDF30,RDF303,RDF30303,RDF3030301,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Kinesiology
RDF3030302,RDF30,RDF303,RDF30303,RDF3030302,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Physical therapy
RDF3030303,RDF30,RDF303,RDF30303,RDF3030303,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Occupational therapy
RDF3030304,RDF30,RDF303,RDF30303,RDF3030304,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Speech pathology
RDF3030305,RDF30,RDF303,RDF30303,RDF3030305,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Mental health rehabilitation
RDF3030306,RDF30,RDF303,RDF30303,RDF3030306,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Addiction rehabilitation
RDF3030307,RDF30,RDF303,RDF30303,RDF3030307,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Sports medicine
RDF3030308,RDF30,RDF303,RDF30303,RDF3030308,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,Audiology
RDF3030399,RDF30,RDF303,RDF30303,RDF3030399,"Medical, health and life sciences",Health sciences,Rehabilitation medicine,"Rehabilitation medicine, n.e.c."
RDF30304,RDF30,RDF303,RDF30304,,"Medical, health and life sciences",Health sciences,Health services and systems,
RDF3030401,RDF30,RDF303,RDF30304,RDF3030401,"Medical, health and life sciences",Health sciences,Health services and systems,Health and community services
RDF3030402,RDF30,RDF303,RDF30304,RDF3030402,"Medical, health and life sciences",Health sciences,Health services and systems,Health care administration
RDF3030403,RDF30,RDF303,RDF30304,RDF3030403,"Medical, health and life sciences",Health sciences,Health services and systems,Health information systems (including surveillance)
RDF3030404,RDF30,RDF303,RDF30304,RDF3030404,"Medical, health and life sciences",Health sciences,Health services and systems,Health counselling
RDF3030405,RDF30,RDF303,RDF30304,RDF3030405,"Medical, health and life sciences",Health sciences,Health services and systems,Community child health
RDF3030406,RDF30,RDF303,RDF30304,RDF3030406,"Medical, health and life sciences",Health sciences,Health services and systems,Health care effectiveness and outcomes
RDF3030407,RDF30,RDF303,RDF30304,RDF3030407,"Medical, health and life sciences",Health sciences,Health services and systems,Health care safety and quality improvement
RDF3030408,RDF30,RDF303,RDF30304,RDF3030408,"Medical, health and life sciences",Health sciences,Health services and systems,Knowledge translation and implementation science in health
RDF3030409,RDF30,RDF303,RDF30304,RDF3030409,"Medical, health and life sciences",Health sciences,Health services and systems,Patient and citizen engagement research
RDF3030410,RDF30,RDF303,RDF30304,RDF3030410,"Medical, health and life sciences",Health sciences,Health services and systems,Electronic health (e-Health)
RDF3030411,RDF30,RDF303,RDF30304,RDF3030411,"Medical, health and life sciences",Health sciences,Health services and systems,Mobile health (mHealth)
RDF3030499,RDF30,RDF303,RDF30304,RDF3030499,"Medical, health and life sciences",Health sciences,Health services and systems,"Health services and systems, n.e.c."
RDF30305,RDF30,RDF303,RDF30305,,"Medical, health and life sciences",Health sciences,Care,
RDF3030501,RDF30,RDF303,RDF30305,RDF3030501,"Medical, health and life sciences",Health sciences,Care,Family care
RDF3030502,RDF30,RDF303,RDF30305,RDF3030502,"Medical, health and life sciences",Health sciences,Care,Primary health care
RDF3030503,RDF30,RDF303,RDF30305,RDF3030503,"Medical, health and life sciences",Health sciences,Care,Residential client care
RDF3030504,RDF30,RDF303,RDF30305,RDF3030504,"Medical, health and life sciences",Health sciences,Care,Aged health care services (except nursing)
RDF3030505,RDF30,RDF303,RDF30305,RDF3030505,"Medical, health and life sciences",Health sciences,Care,Services for persons with disabilities
