division,group,class,subclass,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010103 Autoimmunity,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010104 Cellular immunology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010105 Humoural immunology and immunochemistry,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,"RDF3010106 Immunogenetics (including genetic immunology)",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010107 Innate immunity,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010108 Adaptive immunity,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010109 Transplantation immunology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010110 Tumour immunology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010111 Immune tolerance,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010112 Immune deficiency,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,RDF3010113 Immune diseases,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30101 Immunology,"RDF3010199 Immunology, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010201 Cancer progression and metastasis,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010202 Mechanisms of carcinogenesis,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010203 Cancer drug development and therapeutics,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010204 Cancer diagnosis,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010205 Cancer genetics,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010206 Hematological tumours,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010207 Cancer molecular targets,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010208 Solid cancer tumours,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,RDF3010209 Pediatric cancer,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,"RDF3010210 Premalignant disease (precursors)",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30102 Cancer,"RDF3010299 Cancer, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010301 Medical bacteriology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,"RDF3010302 Medical infection agents (including prions)",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010303 Medical parasitology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010304 Medical virology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010305 Antimicrobial resistance,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010306 Antiviral resistance,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010307 Vaccines,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010308 Human microbiota,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,RDF3010309 Pathogenesis,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30103 Medical microbiology,"RDF3010399 Medical microbiology, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010401 Autonomic nervous system,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010402 Central nervous system,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010403 Motor systems,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010404 Neuromuscular diseases,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010405 Peripheral nervous system,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010406 Sensory systems, visual",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010407 Sensory systems, auditory",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010408 Sensory systems, pain",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010409 Sensory systems, vestibular",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010410 Sensory systems, somatosensory",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010411 Sensory systems, olfactory",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010412 Sensorimotor neuroscience,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010413 Neural excitability and synapses,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010414 Neurodegeneration,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010415 Neurodevelopment,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010416 Neuroinflammation,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010417 Neurogenesis and plasticity, medical and health aspects",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010418 Glial cell studies,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010419 Neurological disorders (except neuromuscular diseases)",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010420 Neurorobotics,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010421 Neuroethology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010422 Neuropsychology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010423 Applied behavioural neurology and neuropsychiatry,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects",RDF3010424 Biology of addiction,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30104 Neurosciences, medical and physiological and health aspects","RDF3010499 Neurosciences, medical and health and physiological aspects, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)",,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)",RDF3010501 Basic pharmacology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)",RDF3010502 Pharmacogenomics,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)","RDF3010503 Toxicology (except clinical toxicology)",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)","RDF3010504 Drug discovery, design and delivery",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)",RDF3010505 Psychopharmacology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,"RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)","RDF3010599 Pharmacology and pharmaceutical sciences, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,RDF3010601 Systems physiology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,RDF3010602 Sensorimotor physiology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,RDF3010603 Computational physiology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,"RDF3010604 Sex differences in cells, tissues and animal",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,RDF3010605 Human development and organogenesis,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,RDF3010606 Electrophysiology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30106 Human physiology,"RDF3010699 Human physiology, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,"RDF3010701 Bone, skin and cartilage science",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,RDF3010702 Musculoskeletal biology and physiology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,RDF3010703 Human biomechanics,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,RDF3010704 Exercise physiology,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,RDF3010705 Sensorimotor control,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,"RDF3010706 Balance, gait, and locomotion",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30107 Musculoskeletal health and human movement,"RDF3010799 Other musculoskeletal health and human movement, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30199 Other basic medicine and life sciences,,,,
"RDF30 Medical, health and life sciences",RDF301 Basic medicine and life sciences,RDF30199 Other basic medicine and life sciences,RDF3019999 Other basic medicine and life sciences,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,"RDF3020101 Cardiology and circulatory sciences (including cardiovascular disease)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,RDF3020102 Hematology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,RDF3020103 Respiratory diseases,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,"RDF3020104 Cerebrovascular sciences (including stroke)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,RDF3020105 Respiratory sciences,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,RDF3020106 Respiratory system pathologies and clinical interventions,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,RDF3020107 Vascular and endothelial biology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30201 Cardiorespiratory medicine and hematology,"RDF3020199 Cardiorespiratory medicine and hematology, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020201 Anesthesiology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020202 Clinical microbiology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020203 Dermatology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020204 Sexually transmitted diseases and infections,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020205 Critical care medicine and emergency medicine,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020206 Human endocrinology (except diabetes and obesity)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020207 Human metabolism and diseases (except diabetes and obesity)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020208 Clinical sciences on diabetes,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020209 Clinical sciences on obesity,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020210 Gastroenterology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020211 Hepatology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020212 Geriatrics and gerontology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020213 Infectious diseases,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020214 Clinical genetics (except cancer genetics)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020215 Nephrology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020216 Urology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020217 Clinical and translational cardiovascular sciences,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020218 Radiology, nuclear medicine and medical imaging",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020219 Orthopedics,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020220 Otorhinolaryngology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020221 Pathology (except oral pathology)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020222 Podiatry,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020223 Psychiatry (including psychotherapy)",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020224 Rheumatology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020225 Surgery,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020226 Clinical oncology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020227 Neurology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020228 Ophthalmology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020229 Rare diseases,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020230 Clinical sexology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020231 Translational and clinical pharmacology, and therapeutics",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020232 Clinical pharmacy and pharmacy practice,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,RDF3020233 Clinical toxicology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30202 Clinical sciences,"RDF3020299 Clinical sciences, n.e.c",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30203 Complementary and alternative medicine,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30203 Complementary and alternative medicine,RDF3020301 Chiropractic,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30203 Complementary and alternative medicine,RDF3020302 Naturopathy,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30203 Complementary and alternative medicine,RDF3020303 Traditional Indigenous medicine and treatments,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30203 Complementary and alternative medicine,RDF3020304 Traditional Chinese medicine and treatments,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30203 Complementary and alternative medicine,"RDF3020399 Complementary and alternative medicine, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020401 Dental materials and equipment,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,"RDF3020402 Dental therapeutics, pharmacology and toxicology",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020403 Endodontics,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020404 Oral and maxillofacial surgery,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020405 Oral medicine and pathology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020406 Orthodontics and dentofacial orthopedics,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020407 Pedodontics,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020408 Periodontics,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,RDF3020409 Special needs dentistry,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30204 Dentistry and oral health,"RDF3020499 Dentistry and oral health, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020501 Fetal development and medicine,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020502 Obstetrics and gynecology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020503 Pediatrics,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020504 Human reproduction and development sciences,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020505 Neonatology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020506 Embryology,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020507 Fertility and maternal health,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,RDF3020508 Assisted reproductive technologies,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30205 Pediatrics and reproductive medicine,"RDF3020599 Pediatrics and reproductive medicine, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30299 Other clinical medicine,,,,
"RDF30 Medical, health and life sciences",RDF302 Clinical medicine,RDF30299 Other clinical medicine,RDF3029999 Other clinical medicine,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,RDF3030101 Clinical nutrition,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,RDF3030102 Sports nutrition,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,RDF3030103 Dietetics and nutrigenomics,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,RDF3030104 Nutritional physiology,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,RDF3030105 Public health nutrition policy,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,RDF3030106 Human nutrition and metabolism,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30301 Human nutrition and dietetics,"RDF3030199 Human nutrition and dietetics, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030201 Indigenous health,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030202 Population health interventions,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030203 Environmental, developmental and social factors of youth health",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030204 Prevention, treatment and support of youth health",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030205 Psychosocial, sociocultural and behavioural determinants of health",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030206 Environmental determinants of health (including environment-gene interactions)",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030207 Ethical, legal, and social issues in health, health systems and health research",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030208 Aging process,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030209 Social and biological determinants of aging,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030210 Environmental and occupational health and safety,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030211 Epidemiology (except nutritional and veterinary epidemiology)",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030212 Health promotion and disease prevention,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030213 Food security,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030214 Health equity,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030215 Sex and gender-based analysis,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030216 Gender and health relationship,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030217 Global health,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030218 Health and gender based violence,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030219 Military and veterans’ health",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030220 Etiology of disease and conditions,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030221 Nutritional epidemiology,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,RDF3030222 One Health approach,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30302 Public and population health,"RDF3030299 Public and population health, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030301 Kinesiology,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030302 Physical therapy,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030303 Occupational therapy,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030304 Speech pathology,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030305 Mental health rehabilitation,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030306 Addiction rehabilitation,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030307 Sports medicine,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,RDF3030308 Audiology,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30303 Rehabilitation medicine,"RDF3030399 Rehabilitation medicine, n.e.c.",,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,,,,
"RDF30 Medical, health and life sciences",RDF303 Health sciences,RDF30304 Health services and systems,RDF3030401 Health and community services,,,
