division,group,class,subclass,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040205 Solid state chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040206 Transition metal chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040207 Organometallic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040208 Inorganic materials,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040209 Coordination chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040210 Supramolecular inorganic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040211 Physical inorganic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040212 Metal-mediated catalysis,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040213 Inorganic catalysis and reaction mechanisms,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040214 Inorganic photochemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,RDF1040215 Medicinal inorganic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10402 Inorganic chemistry,"RDF1040299 Inorganic chemistry, n.e.c.",,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040301 Free radical chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040302 Natural products chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040303 Organic chemical synthesis,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040304 Organic green chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040305 Physical organic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040306 Combinatorial chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040307 Organic catalysis and mechanisms of reactions,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,"RDF1040308 Quality assurance, chemometrics, traceability and metrological chemistry",,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040309 Organic photochemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,RDF1040310 Supramolecular organic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10403 Organic chemistry,"RDF1040399 Organic chemistry, n.e.c.",,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,RDF1040401 Characterization of materials,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,RDF1040402 Nanochemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,RDF1040403 Polymerization mechanisms,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,RDF1040404 Synthesis of materials,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,RDF1040405 Theory and design of materials,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,RDF1040406 Functional materials in materials chemistry sciences,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10404 Macromolecular and materials chemistry,"RDF1040499 Macromolecular and materials chemistry, n.e.c.",,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040501 Biologically active molecules,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040502 Molecular modelling and design,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040503 Characterization of biological macromolecules and biological systems,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040504 Cheminformatics and quantitative structure-activity relationships,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040505 Medicinal chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040506 Proteins and peptides,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040507 Glycochemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,RDF1040508 Chemical biology,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10405 Biomolecular and medicinal chemistry,"RDF1040599 Biomolecular and medicinal chemistry, n.e.c.",,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040601 Colloid and surface chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040602 Electrochemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040603 Solution chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040604 Nuclear chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040605 Structural determination,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040606 Optical properties of materials,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040607 Physical chemistry of materials,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040608 Development and applications of spectroscopic and structural techniques,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040609 Physical chemistry applications of photonics,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040610 Photochemical reactivity and dynamics,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040611 Biophysical chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)",RDF1040612 Chemical applications of crystallography,,,
RDF10 Natural sciences,RDF104 Chemical sciences,"RDF10406 Physical chemistry (including structural)","RDF1040699 Physical chemistry, n.e.c.",,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,RDF1040701 Computational chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,RDF1040702 Quantum chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,RDF1040703 Reaction kinetics and dynamics,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,RDF1040704 Statistical mechanics in chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,RDF1040705 Chemical thermodynamics and energetics,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,RDF1040706 Transport properties and non-equilibrium processes,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10407 Computational and theoretical chemistry,"RDF1040799 Theoretical chemistry, n.e.c.",,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10499 Other chemical sciences,,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10499 Other chemical sciences,RDF1049901 Forensic chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10499 Other chemical sciences,RDF1049902 Industrial chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10499 Other chemical sciences,RDF1049903 Combustion and forest fuel chemistry,,,
RDF10 Natural sciences,RDF104 Chemical sciences,RDF10499 Other chemical sciences,"RDF1049999 Other chemical sciences, n.e.c.",,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,,,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050101 Atmospheric chemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050102 Atmospheric dynamics and thermodynamics,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050103 Atmospheric radiation and radiative transfer,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050104 Cloud physics,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050105 Meteorology and weather,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050106 Tropospheric and stratospheric sciences,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050107 Atmospheric measurement techniques,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050108 Climate change impacts and adaptation,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050109 Atmospheric pollution and air quality,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050110 Boundary layer meteorology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050111 Stratosphere and upper atmosphere studies,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050112 Climate modelling,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050113 Planetary atmospheres studies,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050114 Synoptic climatology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,RDF1050115 Statistical climatology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10501 Atmospheric sciences,"RDF1050199 Atmospheric sciences, n.e.c.",,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050201 Exploration geochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050202 Inorganic geochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050203 Isotope geochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050204 Organic geochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050205 Geochronology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050206 Hydrogeochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050207 Biogeochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,RDF1050208 Environmental geochemistry,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10502 Geochemistry,"RDF1050299 Geochemistry, n.e.c.",,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,RDF1050301 Basin analysis,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,RDF1050302 Planetary geology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,RDF1050303 Igneous petrology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,RDF1050304 Metamorphic petrology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,RDF1050305 Ore deposit petrology,,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,"RDF1050306 Petroleum, gas and coal geology",,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,"RDF1050307 Mineralogy and crystallography (except soil mineralogy and chemicals aspects of crystallography)",,,
RDF10 Natural sciences,RDF105 Earth and related environmental sciences,RDF10503 Geology,RDF1050308 Sedimentology,,,
